,0,1,2,3,4
135,0.7436363636363638,0.659894540942928,0.659894540942928,0.659894540942928,0.659894540942928
142,0.7615136876006442,0.6881808278867102,0.6881808278867102,0.6881808278867102,0.6881808278867102
148,0.7742937853107348,0.688748419721871,0.688748419721871,0.688748419721871,0.688748419721871
155,0.7639999999999999,0.6983805668016195,0.6983805668016195,0.6983805668016195,0.6983805668016195
162,0.7659090909090909,0.6782682512733447,0.6782682512733447,0.6782682512733447,0.6782682512733447
169,0.7415848527349228,0.6901162790697675,0.6901162790697675,0.6901162790697675,0.6901162790697675
176,0.7529137529137531,0.6955882352941177,0.6955882352941177,0.6955882352941177,0.6955882352941177
182,0.7374149659863948,0.6632070576024909,0.6632070576024909,0.6632070576024909,0.6632070576024909
189,0.7181372549019609,0.6598639455782314,0.6598639455782314,0.6598639455782314,0.6598639455782314
196,0.7510416666666666,0.6924208977189111,0.6924208977189111,0.6924208977189111,0.6924208977189111
203,0.7369218500797448,0.7105510752688171,0.7105510752688171,0.7105510752688171,0.7105510752688171
209,0.7412280701754386,0.7012163561076606,0.7012163561076606,0.7012163561076606,0.7012163561076606
216,0.7322590183323479,0.7108433734939759,0.7108433734939759,0.7108433734939759,0.7108433734939759
223,0.7353256499597963,0.7073073415412676,0.7073073415412676,0.7073073415412676,0.7073073415412676
230,0.7264173998044966,0.7191011235955056,0.7191011235955056,0.7191011235955056,0.7191011235955056
236,0.7300174520069808,0.7030621713578721,0.7030621713578721,0.7030621713578721,0.7030621713578721
243,0.7353452019105515,0.7063120702826585,0.7063120702826585,0.7063120702826585,0.7063120702826585
250,0.7178217821782177,0.7012150220913108,0.7012150220913108,0.7012150220913108,0.7012150220913108
257,0.7085990338164252,0.7087159937619131,0.7087159937619131,0.7087159937619131,0.7087159937619131
264,0.7314277823805577,0.7098039215686274,0.7098039215686274,0.7098039215686274,0.7098039215686274
270,0.7293713590122598,0.7220068238213401,0.7220068238213401,0.7220068238213401,0.7220068238213401
399,0.7561297273200089,0.7452561669829223,0.7452561669829223,0.7452561669829223,0.7452561669829223
527,0.7521134640089511,0.7775591322055136,0.7775591322055136,0.7775591322055136,0.7775591322055136
655,0.7780924211475715,0.767014798828426,0.767014798828426,0.767014798828426,0.767014798828426
783,0.7815015939914626,0.7709245150483599,0.7648675685101227,0.7648675685101227,0.7648675685101227
912,0.7967838858249818,0.7794777520804919,0.7761691433566433,0.7761691433566433,0.7761691433566433
1040,0.7997215189873419,0.7743544303797468,0.7733333333333334,0.7733333333333334,0.7733333333333334
1168,0.7836280438367867,0.7836280438367867,0.7768513655462185,0.7768513655462185,0.7768513655462185
1296,0.8028266763526924,0.781172571250665,0.7758517543597259,0.7758517543597259,0.7758517543597259
1425,0.7965265487908552,0.7846837189159133,0.7846342624028916,0.7756922859180304,0.7756922859180304
1553,0.8052733824851002,0.7874316487899098,0.7883694519831351,0.7918225851975271,0.7918225851975271
1681,0.8008577223993045,0.7886525644740654,0.7869738240123635,0.7941861140137004,0.7941861140137004
1810,0.8012297281453677,0.7881455990197843,0.7936320657352194,0.785761492325199,0.785761492325199
1938,0.7993014087773204,0.790874833323671,0.800579743753261,0.779387210852803,0.779387210852803
2066,0.8003914563697174,0.7875456065673458,0.8042642140468228,0.7848750886794366,0.7818865204145058
2194,0.8014421259204579,0.7921418990691895,0.8028937039770987,0.7905215328664278,0.7889934806233697
2323,0.7994589034070683,0.7821349634274612,0.7966604053246881,0.7891131083942876,0.7915285724077591
2451,0.7937961262603513,0.7755188662901493,0.7901839853088944,0.7768615086102354,0.7841031537035665
2579,0.7979754318365195,0.776027515684434,0.7996397931795354,0.7743738576297979,0.7884388562529343
2708,0.7960823923993221,0.7790053352748803,0.7976355303048388,0.7726271752882483,0.7854953928051371
