k,GMM,Kmeans
2,0.12011916667007093,0.09056630739790834
3,0.03778761794850447,0.05947551640866893
4,0.17044809175842382,0.06585445446565416
5,0.1016763574342248,0.05344599346038951
6,0.03806900899746377,0.05855130870280685
7,0.03003531613656949,0.06857993801276711
8,0.0341717975041787,0.047125910856365194
9,0.03783186092106878,0.06685395968509988
10,0.04048721292854832,0.07068012526837929
15,0.0019407352441077196,0.08061068017757955
20,0.02458631133794574,0.07884914810775176
25,0.05596846925564998,0.10083352559030512
30,0.06209265010135569,0.11162936638084685
35,0.08543388708972545,0.12415057220261563
40,0.0759281703352274,0.1378409485276455
